ID,Name,Sex,Age,Height,Weight,Sport,Event,Medal
16,Juhamatti Tapio Aaltonen,M,28,184,85,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
17,Paavo Johannes Aaltonen,M,28,175,64,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
30,Pepijn Aardewijn,M,26,189,72,Rowing,Rowing Men's Lightweight Double Sculls,Silver
37,Ann Kristin Aarnes,F,23,182,64,Football,Football Women's Football,Bronze
62,Giovanni Abagnale,M,21,198,90,Rowing,Rowing Men's Coxless Pairs,Bronze
63,Jos Luis Abajo Gmez,M,30,194,87,Fencing,"Fencing Men's epee, Individual",Bronze
65,Patimat Abakarova,F,21,165,49,Taekwondo,Taekwondo Women's Flyweight,Bronze
67,Mariya Vasilyevna Abakumova (-Tarabina),F,22,179,80,Athletics,Athletics Women's Javelin Throw,Silver
73,Luc Abalo,M,23,182,86,Handball,Handball Men's Handball,Gold
76,Jouan Patrice Abanda Etong,M,22,185,82,Football,Football Men's Football,Gold
80,Jos Mara Abarca Plotas,M,22,186,83,Water Polo,Water Polo Men's Water Polo,Gold
84,Stephen Anthony Abas,M,26,165,55,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
90,Tamila Rashidovna Abasova,F,21,163,60,Cycling,Cycling Women's Sprint,Silver
99,Pter Abay,M,30,181,79,Fencing,"Fencing Men's Sabre, Team",Silver
106,Agostino Abbagnale,M,22,188,96,Rowing,Rowing Men's Quadruple Sculls,Gold
107,Carmine Abbagnale,M,22,182,90,Rowing,Rowing Men's Coxed Pairs,Gold
143,"Desmond ""Des"" Abbott",M,21,184,87,Hockey,Hockey Men's Hockey,Bronze
153,Monica Cecilia Abbott,F,23,191,88,Softball,Softball Women's Softball,Silver
165,Nia Nicole Abdallah,F,20,175,56,Taekwondo,Taekwondo Women's Featherweight,Silver
297,Lala Abdul Rashid,M,38,169,91,Hockey,Hockey Men's Hockey,Gold
298,Muhammad Abdul Rashid,M,23,181,72,Hockey,Hockey Men's Hockey,Silver
316,Zagalav Abdulbekovich Abdulbekov,M,26,160,62,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
339,Namiq Yadulla Abdullayev,M,25,167,55,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
351,Julius Shareef Abdur-Rahim,M,23,202,104,Basketball,Basketball Men's Basketball,Gold
359,Andrey Khakimovich Abduvaliyev,M,26,190,125,Athletics,Athletics Men's Hammer Throw,Gold
391,Clarence John Abel,M,23,185,102,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
411,Gezahgne Abera,M,22,166,58,Athletics,Athletics Men's Marathon,Gold
416,Nils Georg berg,M,19,181,78,Athletics,Athletics Men's Long Jump,Bronze
423,Michael Brent Abernathy,M,22,182,84,Baseball,Baseball Men's Baseball,Gold
454,"Edgar Allen ""Ed"" Ablowich",M,19,182,68,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21,188,87,Fencing,"Fencing Men's Foil, Individual",Silver
507,Attila brahm,M,21,192,88,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
527,Erik Adolf Efraim Abrahamsson,M,22,172,61,Athletics,Athletics Men's Long Jump,Bronze
543,Pavel Sergeyevich Abramov,M,25,198,89,Volleyball,Volleyball Men's Volleyball,Bronze
547,Nelli Mikhaylovna Abramova,F,24,171,60,Volleyball,Volleyball Women's Volleyball,Silver
576,"Alejandro ""lex"" Abrines Redondo",M,23,198,93,Basketball,Basketball Men's Basketball,Bronze
582,Saypulla Atavovich Absaidov,M,22,168,68,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
583,Julien Absalon,M,23,180,68,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
608,Ahmad Abughaush,M,20,178,68,Taekwondo,Taekwondo Men's Featherweight,Gold
619,Magomedgasan Mingazhutdinovich Abushev,M,20,170,62,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
629,William Accambray,M,24,194,104,Handball,Handball Men's Handball,Gold
646,Anibl Santiago Acevedo,M,21,176,67,Boxing,Boxing Men's Welterweight,Bronze
654,Daniel Aceves Villagrn,M,19,158,52,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
669,Joachim Yaw Acheampong,M,18,181,73,Football,Football Men's Football,Bronze
670,Alfred Achermann,M,24,176,75,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
673,Abdel Hak Achik,M,29,165,54,Boxing,Boxing Men's Featherweight,Bronze
690,Chantal Achterberg,F,27,172,72,Rowing,Rowing Women's Coxed Eights,Bronze
698,Paul Douglas Ackerley,M,27,179,68,Hockey,Hockey Men's Hockey,Gold
706,Guido Acklin,M,24,200,104,Bobsleigh,Bobsleigh Men's Two,Silver
716,Lautaro Germn Acosta,M,20,168,72,Football,Football Men's Football,Gold
723,Osmay Acosta Duarte,M,23,188,91,Boxing,Boxing Men's Heavyweight,Bronze
745,Kazimierz Piotr Adach,M,23,162,60,Boxing,Boxing Men's Lightweight,Bronze
772,"Michael B. ""Mike"" Adam",M,24,175,95,Curling,Curling Men's Curling,Gold
785,Dariusz Adamczuk,M,22,179,78,Football,Football Men's Football,Silver
807,"Benjamin Willard ""Ben"" Adams",M,22,188,78,Athletics,Athletics Men's Standing High Jump,Silver
830,Adrian Neil Adams,M,21,178,78,Judo,Judo Men's Lightweight,Silver
832,Nicola Virginia Adams,F,29,164,51,Boxing,Boxing Women's Flyweight,Gold
837,Rachael Alexis Adams,F,26,188,81,Volleyball,Volleyball Women's Volleyball,Bronze
840,"Victoria ""Vicki"" Adams",F,24,164,69,Curling,Curling Women's Curling,Bronze
851,Jerzy Adamski,M,23,171,58,Boxing,Boxing Men's Featherweight,Silver
882,Simon Addo,M,17,180,79,Football,Football Men's Football,Bronze
896,Olubayo Adefemi,M,22,181,82,Football,Football Men's Football,Silver
908,"Ayodele ""Dele"" Adeleye",M,19,190,80,Football,Football Men's Football,Silver
918,Ademir Roque Kaefer,M,24,179,74,Football,Football Men's Football,Silver
925,Adenzia Aparecida Ferreira da Silva,F,25,187,65,Volleyball,Volleyball Women's Volleyball,Gold
953,Franck Adisson,M,23,180,70,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
956,"Richard ""Richy""  Adjei",M,27,190,110,Bobsleigh,Bobsleigh Men's Two,Silver
963,Derrick Ralph Adkins,M,26,188,80,Athletics,Athletics Men's 400 metres Hurdles,Gold
966,Daniel Adler,M,26,180,72,Sailing,Sailing Mixed Three Person Keelboat,Silver
980,"Rebecca ""Becky"" Adlington",F,19,179,70,Swimming,Swimming Women's 400 metres Freestyle,Gold
1000,Dainius Adomaitis,M,26,202,100,Basketball,Basketball Men's Basketball,Bronze
1017,Nathan Ghar-Jun Adrian,M,19,198,100,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1023,"Adriana ""Adrianinha"" Moiss Pinto",F,21,170,65,Basketball,Basketball Women's Basketball,Bronze
1025,Attila Adrovicz,M,30,189,87,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
1046,Klaus Aeffke,M,24,189,82,Rowing,Rowing Men's Coxed Eights,Silver
1085,Maksim Sergeyevich Afinogenov,M,22,183,88,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1094,Felicia Afrsiloaie (-Jitianu),F,22,178,70,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
1095,Cecil Sebastian Afrika,M,28,175,75,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
1104,Muhammad Afzal Manna,M,25,173,76,Hockey,Hockey Men's Hockey,Silver
1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27,193,104,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
1114,Luca Agamennoni,M,24,187,93,Rowing,Rowing Men's Coxless Fours,Bronze
1122,Andre Kirk Agassi,M,26,180,80,Tennis,Tennis Men's Singles,Gold
1131,Clarisse Agbegnenou,F,23,164,66,Judo,Judo Women's Half-Middleweight,Silver
1147,Viktor Ivanovich Ageyev,M,20,184,80,Water Polo,Water Polo Men's Water Polo,Bronze
1181,Meghan Christina Agosta (-Marciano),F,18,168,67,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
1188,"Benjamin Alexandro ""Ben"" Agosto",M,24,178,75,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
1191,Judit goston-Mendelnyi,F,27,164,62,Fencing,"Fencing Women's Foil, Team",Gold
1220,Sergio Leonel Agero del Castillo,M,20,172,74,Football,Football Men's Football,Gold
1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,23,175,70,Volleyball,Volleyball Women's Volleyball,Gold
1249,Jos Aguilar Pulsn,M,20,173,64,Boxing,Boxing Men's Light-Welterweight,Bronze
1254,Macarena Aguilar Daz,F,27,170,67,Handball,Handball Women's Handball,Bronze
1270,Jorge Luis Aguilera Ruiz,M,26,172,64,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1301,Sri Wahyuni Agustiani,F,21,147,47,Weightlifting,Weightlifting Women's Flyweight,Silver
1322,Kevin Joseph Ahearn,M,23,175,73,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
1333,Bruno Valfrid Ahlberg,M,21,168,69.5,Boxing,Boxing Men's Welterweight,Bronze
1342,Thomas Valter hln,M,24,182,90,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,22,172,52,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
1389,Muhammad Ashfaq Ahmed,M,21,162,62,Hockey,Hockey Men's Hockey,Gold
1391,Bashir Ahmed,M,25,171,67,Hockey,Hockey Men's Hockey,Gold
1400,Ishtiaq Ahmed,M,21,170,62,Hockey,Hockey Men's Hockey,Gold
1408,Mushtaq Ahmed,M,28,170,70,Hockey,Hockey Men's Hockey,Gold
1409,Mushtaq Ahmed,M,27,173,61,Hockey,Hockey Men's Hockey,Gold
1412,Riaz Ahmed,M,27,150,70,Hockey,Hockey Men's Hockey,Gold
1442,Peter Ahrendt,M,30,169,66,Sailing,Sailing Mixed Three Person Keelboat,Silver
1443,Brigitte Ahrenholz,F,23,178,85,Rowing,Rowing Women's Coxed Eights,Gold
1447,Marlene Ahrens Ostertag (-Ebensperger),F,23,176,70,Athletics,Athletics Women's Javelin Throw,Silver
1449,Thomas Ahrens,M,16,163,50,Rowing,Rowing Men's Coxed Eights,Silver
1466,Matteo Aicardi,M,26,192,102,Water Polo,Water Polo Men's Water Polo,Silver
1478,Rosaria Aiello,F,27,172,74,Water Polo,Water Polo Women's Water Polo,Silver
1481,Hannes Aigner,M,23,183,75,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
1487,Ryoji Aikawa,M,28,183,85,Baseball,Baseball Men's Baseball,Bronze
1498,"Charles Benedict ""Ben"" Ainslie",M,19,183,90,Sailing,Sailing Mixed One Person Dinghy,Silver
1500,Kurt Harold Ainsworth,M,22,187,84,Baseball,Baseball Men's Baseball,Gold
1534,Brett Aitken,M,21,173,65,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
1546,Eirini Andili,F,17,167,45,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
1551,"Oluwafemi ""Junior"" Ajayi",M,20,172,79,Football,Football Men's Football,Bronze
1554,Omar Ajete Iglesias,M,27,175,93,Baseball,Baseball Men's Baseball,Gold
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23,185,75,Football,Football Men's Football,Silver
1561,Mobolade Abimbola Ajomale,M,20,180,62,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1574,Kosei Akaishi,M,19,172,74,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1581,Yuichi Akasaka,M,24,169,64,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
1622,Michelle Anne Akers,F,30,178,68,Football,Football Women's Football,Gold
1637,Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18,181,80,Volleyball,Volleyball Women's Volleyball,Gold
1647,Murodzhon Kakharovich Akhmadaliyev,M,21,165,56,Boxing,Boxing Men's Bantamweight,Bronze
1650,Bakhtiyar Shakhabutdinovich Akhmedov,M,21,190,120,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
1654,Leyla Begnyazovna Akhmerova,F,23,160,52,Hockey,Hockey Women's Hockey,Bronze
1659,Igor Vladimirovich Akhremchik,M,26,180,79,Rowing,Rowing Men's Coxless Fours,Bronze
1662,Gulraiz Akhtar,M,25,172,61,Hockey,Hockey Men's Hockey,Gold
1665,Naeem Akhtar,M,23,173,65,Hockey,Hockey Men's Hockey,Gold
1673,John Akii-Bua,M,22,188,77,Athletics,Athletics Men's 400 metres Hurdles,Gold
1676,Anatoly Ivanovich Akimov,M,24,181,84,Water Polo,Water Polo Men's Water Polo,Gold
1678,Vladimir Ivanovich Akimov,M,27,184,80,Water Polo,Water Polo Men's Water Polo,Gold
1682,Morolake Akinosun,F,22,163,61,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1683,Foluke Antinuke Akinradewo,F,24,191,79,Volleyball,Volleyball Women's Volleyball,Silver
1698,Khadzhimurat Magomedovich Akkayev,M,19,178,105,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
1700,Marina Dazmirovna Akobiya,F,25,165,57,Water Polo,Water Polo Women's Water Polo,Bronze
1716,Daniel Akpeyi,M,30,187,80,Football,Football Men's Football,Bronze
1730,Monica Aksamit,F,26,183,74,Fencing,"Fencing Women's Sabre, Team",Bronze
1740,Nikolay Aleksandrovich Aksyonov,M,26,201,100,Rowing,Rowing Men's Coxed Eights,Bronze
1758,Vladyslav Ivanovych Akymenko,M,23,192,88,Sailing,Sailing Mixed Two Person Keelboat,Silver
1762,Naser Al Shami,M,22,187,81,Boxing,Boxing Men's Heavyweight,Bronze
1949,Abdul Rashid Al-Hasan,M,25,170,63,Hockey,Hockey Men's Hockey,Gold
2212,Armenak Alachachyan,M,33,176,74,Basketball,Basketball Men's Basketball,Silver
2225,Arsen Shakhlamazovich Alakhverdiyev,M,23,154,52,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
2233,Noor Alam,M,26,172,73,Hockey,Hockey Men's Hockey,Silver
2256,Vladan Alanovi,M,25,190,81,Basketball,Basketball Men's Basketball,Silver
2274,Mika Antero Alatalo,M,22,182,85,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2295,Fabio Albarelli,M,25,179,80,Sailing,Sailing Mixed One Person Dinghy,Bronze
2306,Ruslan Vladimirovich Albegov,M,24,192,156,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
2307,David Albelda Aliqus,M,23,182,75,Football,Football Men's Football,Silver
2311,Reinhard Alber,M,20,184,75,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
2322,Flrin Albert,M,18,182,75,Football,Football Men's Football,Bronze
2342,Nely Carla Alberto Francisca,F,29,179,90,Handball,Handball Women's Handball,Bronze
2355,Abramo Albini,M,20,180,83,Rowing,Rowing Men's Coxless Fours,Bronze
2359,Islam-Beka Said-Tsilimovich Albiyev,M,19,165,66,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
2378,Sylvia Albrecht (-Heckendorf),F,17,165,57,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
2387,"David Donald ""Dave"" Albritton",M,23,191,79,Athletics,Athletics Men's High Jump,Silver
2389,Anatoly Mikhaylovich Albul,M,24,181,87,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
2419,Aldair Nascimento dos Santos,M,30,183,76,Football,Football Men's Football,Bronze
2420,Andrs Aldama Cabrera,M,20,183,63,Boxing,Boxing Men's Light-Welterweight,Silver
2440,"Frederick Pitt ""Fred"" Alderman",M,22,177,75,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
2473,Boris Viktorovich Aleksandrov,M,20,168,69,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2483,Rumen Aleksandrov,M,20,176,89,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
2486,Veniamin Veniaminovich Aleksandrov,M,22,180,81,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2487,Vladimir Petrovich Aleksandrov,M,26,178,89,Bobsleigh,Bobsleigh Men's Two,Bronze
2495,Larisa Aleksandrova-Popova,F,19,180,83,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
2497,Artur Aleksanyan,M,20,190,98,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
2511,Vasily Ivanovich Alekseyev,M,30,185,160,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
2513,Galina Aleksandrovna Alekseyeva,F,17,157,50,Diving,Diving Women's Platform,Bronze
2517,Milan Aleksi,M,26,193,96,Water Polo,Water Polo Men's Water Polo,Bronze
2546,Alessandra dos Santos de Oliveira,F,22,200,85,Basketball,Basketball Women's Basketball,Silver
2559,Alex Sandro Lobo Silva,M,21,177,60,Football,Football Men's Football,Silver
2575,Lisa Alexander,F,27,172,58,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
2576,Michael O'Donel Bjarne Alexander,M,24,188,74,Fencing,"Fencing Men's epee, Team",Silver
2583,Buffy-Lynne Alexander-Williams,F,23,170,69,Rowing,Rowing Women's Coxed Eights,Bronze
2589,Marc Robert Alexandre,M,24,170,73,Judo,Judo Men's Half-Lightweight,Bronze
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18,179,71,Football,Football Men's Football,Bronze
2607,Vladimir Petrovich Aleynik,M,23,184,74,Diving,Diving Men's Platform,Bronze
2610,Abdoul Razak Issoufou Alfaga,M,21,207,90,Taekwondo,Taekwondo Men's Heavyweight,Silver
2619,Lidiya Nikolayevna Alfeyeva,F,30,170,62,Athletics,Athletics Women's Long Jump,Bronze
2629,Alfonso Prez Muoz,M,19,178,69,Football,Football Men's Football,Gold
2636,"Stephen Todd ""Steve"" Alford",M,19,185,74,Basketball,Basketball Men's Basketball,Gold
2648,"Zenny ""Algodo"" de Azevedo",M,23,183,77,Basketball,Basketball Men's Basketball,Bronze
2649,Ulf Hkan Gran Algotsson,M,27,178,77,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2694,Nasir Ali,M,25,176,69,Hockey,Hockey Men's Hockey,Gold
2695,Nia Sifaatihii Ali,F,27,170,65,Athletics,Athletics Women's 100 metres Hurdles,Silver
2703,Syed Mushtaq Ali,M,22,165,61,Hockey,Hockey Men's Hockey,Gold
2722,Rahim Aliabadi,M,29,158,48,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
2735,Sergey Gennadyevich Alifirenko,M,41,168,72,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
2750,Aline Pellegrino,F,22,180,71,Football,Football Women's Football,Silver
2758,Alison Conte Cerutti,M,26,203,106,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
2762,Margarita Sergeyevna Aliychuk,F,17,174,48,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
2769,Kimia Alizadeh Zenoorin,F,18,185,57,Taekwondo,Taekwondo Women's Featherweight,Bronze
2786,Yuliya Yakunovna Allagulova,F,19,176,54,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
2792,mile Allais,M,23,168,68,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
2798,Peter Frank Allam,M,25,193,93,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
2799,Olivier Allamand,M,22,175,72,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver
2832,"William Charles ""Bill"" Allen",M,24,188,95,Sailing,Sailing Mixed Three Person Keelboat,Gold
2833,John Chad Allen,M,21,185,86,Baseball,Baseball Men's Baseball,Bronze
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34,163,53,Triathlon,Triathlon Women's Olympic Distance,Gold
2850,"Kate Ruth ""Katie"" Allen",F,26,170,65,Hockey,Hockey Women's Hockey,Gold
2863,Walter Ray Allen,M,25,192,93,Basketball,Basketball Men's Basketball,Gold
2869,"Scott Ethan ""Scotty"" Allen",M,14,163,69,Figure Skating,Figure Skating Men's Singles,Bronze
2874,Wyatt Allen,M,25,193,98,Rowing,Rowing Men's Coxed Eights,Gold
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,21,170,59,Softball,Softball Women's Softball,Bronze
2877,"Katherine Fiona ""Kate"" Allenby",F,26,177,72,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
2892,Ade Franci Alleyne-Forte,M,23,180,73,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
2894,Derek Swithin Allhusen,M,54,180,71,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
2929,Lynne Marie Allsup (-Olson),F,15,163,59,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
2930,Carmela Allucci,F,34,167,60,Water Polo,Water Polo Women's Water Polo,Gold
2987,Aleksandr Davletovich Almetov,M,20,178,83,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2988,Matas Jess Almeyda,M,22,173,70,Football,Football Men's Football,Silver
2998,Erik Albin Almlf,M,20,188,73,Athletics,Athletics Men's Triple Jump,Bronze
3012,Nicolas Alnoudji,M,20,180,80,Football,Football Men's Football,Gold
3017,Alosio Pires Alves,M,25,182,74,Football,Football Men's Football,Silver
3029,Jessica Alonso Bernardo,F,28,172,65,Handball,Handball Women's Handball,Bronze
3052,"Mikhail Surenovich ""Misha"" Aloyan",M,23,164,52,Boxing,Boxing Men's Flyweight,Bronze
3055,Glory Alozie Oluchi,F,22,155,51,Athletics,Athletics Women's 100 metres Hurdles,Silver
3077,Ida Alstad,F,27,172,60,Handball,Handball Women's Handball,Gold
3102,"Fernando ""Nando"" Altimani",M,18,177,70,Athletics,Athletics Men's 10 kilometres Walk,Bronze
3108,Livia Altmann,F,19,165,64,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
3147,Cristin Andrs lvarez Valenzuela,M,20,173,62,Football,Football Men's Football,Bronze
3171,Jos Miguel lvarez Pozo,M,22,198,97,Basketball,Basketball Men's Basketball,Bronze
3174,Lzaro Jorge lvarez Estrada,M,21,173,60,Boxing,Boxing Men's Bantamweight,Bronze
3214,Renzo Alver,M,23,178,83,Bobsleigh,Bobsleigh Men's Two,Silver
3227,Thiago Soares Alves,M,25,194,88,Volleyball,Volleyball Men's Volleyball,Silver
3240,Mohamed Aly Reda,M,29,190,91,Boxing,Boxing Men's Super-Heavyweight,Silver
3281,Simona Amnar (-Tabr),F,16,158,44,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
3295,Ingrda Amantova,F,19,170,69,Luge,Luge Women's Singles,Bronze
3301,"Alexandre ""Amaral"" da Silva Mariano",M,23,170,67,Football,Football Men's Football,Bronze
3323,Pedro Amat Fontanals,M,20,183,67,Hockey,Hockey Men's Hockey,Bronze
3324,"Pablo ""Pol"" Amat Escud",M,18,183,78,Hockey,Hockey Men's Hockey,Silver
3332,Jos Emilio Amavisca Grate,M,21,182,68,Football,Football Men's Football,Gold
3335,Ivn Amaya Carazo,M,22,188,85,Football,Football Men's Football,Silver
3356,Amedeo Ambron,M,21,174,77,Water Polo,Water Polo Men's Water Polo,Gold
3361,"Efetobore ""Efe"" Ambrose Emuobo",M,19,187,70,Football,Football Men's Football,Silver
3363,Christie Ambrosi,F,23,172,70,Softball,Softball Women's Softball,Gold
3379,Mikls Ambrus,M,31,185,90,Water Polo,Water Polo Men's Water Polo,Gold
3398,Rolf-Dieter Amend,M,23,173,74,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
3466,"Joseph Brian ""Joe"" Amlong",M,27,186,86,Rowing,Rowing Men's Coxed Eights,Gold
3467,"Thomas Kennedy ""Tom"" Amlong",M,29,186,91,Rowing,Rowing Men's Coxed Eights,Gold
3487,Daniel Owofin Amokachi,M,23,182,78,Football,Football Men's Football,Gold
3494,"Judith Florence ""Judy"" Amoore-Pollock",F,24,163,55,Athletics,Athletics Women's 400 metres,Bronze
3512,Nijel Carlos Amilfitano Amos,M,18,179,60,Athletics,Athletics Men's 800 metres,Silver
3519,Roman Amoyan,M,24,158,55,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
3557,Steinar Amundsen,M,23,195,88,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
3559,Emmanuel Amunike,M,25,176,70,Football,Football Men's Football,Gold
3561,Stanley Amuzie,M,20,171,85,Football,Football Men's Football,Bronze
3566,An Ba-Ul,M,22,169,66,Judo,Judo Men's Half-Lightweight,Silver
3567,An Byeong-Geun,M,22,172,78,Judo,Judo Men's Lightweight,Gold
3574,An Dae-Hyeon,M,25,166,67,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
3581,An Han-Bong,M,23,163,62,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
3585,An Jae-Hyeong,M,23,183,74,Table Tennis,Table Tennis Men's Doubles,Bronze
3589,An Jeong-Hwa,F,27,162,62,Handball,Handball Women's Handball,Bronze
3593,An Kum-Ae,F,28,160,52,Judo,Judo Women's Half-Lightweight,Silver
3595,An Sang-Mi,F,18,155,48,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
3608,An Yeong-Su,M,20,174,70,Boxing,Boxing Men's Welterweight,Silver
3610,An Yulong,M,19,173,70,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Silver
3611,An Zhongxin,F,23,170,65,Softball,Softball Women's Softball,Silver
3635,Tatyana Vasilyevna Ananko,F,16,171,52,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
3643,Flavio Anastasia,M,23,188,81,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
3652,Svetlana Anastasovski-Obuina,F,19,176,65,Handball,Handball Women's Handball,Silver
3662,Zygmunt Jzef Anczok,M,26,178,77,Football,Football Men's Football,Gold
3672,milie Andol,F,28,170,97,Judo,Judo Women's Heavyweight,Gold
3681,"Elizabeth Rambo ""Beth"" Anders",F,32,174,73,Hockey,Hockey Women's Hockey,Bronze
3691,Anne Dsane Andersen,F,23,183,86,Rowing,Rowing Women's Coxless Pairs,Bronze
3692,Anne Nymark Andersen (-Rylandsholm),F,23,168,56,Football,Football Women's Football,Bronze
3701,Camilla Rseler Andersen,F,23,169,65,Handball,Handball Women's Handball,Gold
3754,Kjerstin Andersen,F,29,179,82,Handball,Handball Women's Handball,Silver
3756,Kristine Andersen,F,28,172,72,Handball,Handball Women's Handball,Gold
3760,Linda Widwey Andersen (-Cerup-Simonsen),F,23,169,64,Sailing,Sailing Women's One Person Dinghy,Gold
3761,Mads Christian Kruse Andersen,M,30,187,75,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
3767,Nina Nymark Andersen (-Jakobsen),F,23,173,60,Football,Football Women's Football,Bronze
3768,Ove Andersen,M,28,178,70,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
3773,"Paul Kuhlman ""Poul"" Andersen",M,30,173,73,Football,Football Men's Football,Silver
3789,nderson Lus de Abreu Oliveira,M,20,176,77,Football,Football Men's Football,Bronze
3790,Anderson de Oliveira Rodrigues,M,30,190,95,Volleyball,Volleyball Men's Volleyball,Gold
3792,Alyssa Jean Anderson,F,21,173,64,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
3793,Andrea Arlene Anderson (-Bolder),F,22,164,61,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
3797,Brett Franklin Anderson,M,20,193,104,Baseball,Baseball Men's Baseball,Bronze
