ID,Name,Sex,Age,Height,Weight,Sport,Event,Medal
20247,Chen Peina,F,27,172,63,Sailing,Sailing Women's Windsurfer,Silver
20249,Chen Qi,M,20,174,67,Table Tennis,Table Tennis Men's Doubles,Gold
20258,Chen Ruolin,F,15,160,47,Diving,Diving Women's Platform,Gold
20263,Chen Shih-Hsien,F,25,166,46,Taekwondo,Taekwondo Women's Flyweight,Gold
20277,Chen Wei-Chen,M,26,178,80,Baseball,Baseball Men's Baseball,Silver
20280,Chen Weiqiang,M,26,156,60,Weightlifting,Weightlifting Men's Featherweight,Gold
20291,Chen Xiaojun,F,19,167,104,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
20293,Chen Xiaomin,F,23,158,63,Weightlifting,Weightlifting Women's Middleweight,Gold
20295,Chen Xiexia,F,25,152,49,Weightlifting,Weightlifting Women's Flyweight,Gold
20310,Chen Yanqing,F,25,158,58,Weightlifting,Weightlifting Women's Lightweight,Gold
20323,Chen Yuefang,F,21,205,104,Basketball,Basketball Women's Basketball,Bronze
20324,Chen Yueling,F,24,159,50,Athletics,Athletics Women's 10 kilometres Walk,Gold
20325,Chen Yufeng,F,26,165,55,Football,Football Women's Football,Silver
20331,Chen Zhen,F,20,172,67,Handball,Handball Women's Handball,Bronze
20335,Chen Zhong,F,17,183,73,Taekwondo,Taekwondo Women's Heavyweight,Gold
20350,Grahame Francis Cheney,M,19,175,63,Boxing,Boxing Men's Light-Welterweight,Silver
20351,Lauren Nicole Cheney (-Holiday),F,20,173,70,Football,Football Women's Football,Gold
20386,Cheng Xunzhao,M,25,185,90,Judo,Judo Men's Middleweight,Bronze
20388,Arkom Chenglai,M,22,170,67,Boxing,Boxing Men's Welterweight,Bronze
20410,Sergey Vladimirovich Chepikov,M,21,182,75,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
20424,Yury Konstantinovich Cherednik,M,22,203,101,Volleyball,Volleyball Men's Volleyball,Silver
20425,Oleksiy Valentynovych Cherednyk,M,28,176,72,Football,Football Men's Football,Gold
20426,Nina Viktorovna Cheremisina,F,33,153,47,Rowing,Rowing Women's Coxed Fours,Bronze
20428,Fyodor Fyodorovich Cherenkov,M,21,176,70,Football,Football Men's Football,Bronze
20450,Yevgeny Yevgenyevich Cherkasov,M,26,178,65,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
20455,Valentina Vladimirovna Cherkasova,F,30,168,64,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
20457,Anton Viktorovich Chermashentsev,M,20,192,95,Rowing,Rowing Men's Coxed Eights,Bronze
20469,Serhiy Volodymyrovych Cherniavskiy,M,24,175,67,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
20478,Ilya Grigoryevich Chernousov,M,27,175,75,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
20486,Tatyana Sergeyevna Chernova,F,20,189,63,Athletics,Athletics Women's Heptathlon,Bronze
20494,Aleksandr Aleksandrovich Chernykh,M,22,183,82,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
20497,Vladimir Dmitriyevich Chernyshov,M,25,193,93,Volleyball,Volleyball Men's Volleyball,Silver
20499,Yevgeny Vasilyevich Chernyshov,M,29,202,100,Handball,Handball Men's Handball,Gold
20500,Lyudmila Georgiyevna Chernyshova (Prokoshina-),F,23,172,68,Volleyball,Volleyball Women's Volleyball,Silver
20501,Nadezhda Petrovna Chernyshova,F,25,151,42,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
20512,Roberto Eugenio Cherro (Cerro-),M,21,170,71,Football,Football Men's Football,Silver
20515,Emilee Cherry,F,23,168,70,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
20528,Slavcho Georgiev Chervenkov,M,24,184,100,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
20535,Lina Anatolyevna Cheryazova,F,25,164,60,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold
20543,Alan Malcolm Chesney,M,27,170,65,Hockey,Hockey Men's Hockey,Gold
20546,Yury Borisovich Chesnokov,M,31,189,88,Volleyball,Volleyball Men's Volleyball,Gold
20551,Lisa Chesson,F,23,169,66,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
20570,Chun Wei Cheung,M,32,160,55,Rowing,Rowing Men's Coxed Eights,Silver
20614,Chi Shu-Ju,F,17,172,57,Taekwondo,Taekwondo Women's Flyweight,Bronze
20633,Chiang Tai-Chuan,M,31,174,77,Baseball,Baseball Men's Baseball,Silver
20669,"Francisco Carlos ""Chico"" Martins Vidal",M,21,185,85,Football,Football Men's Football,Silver
20673,"Alexandra ""Sandy"" Chick",F,33,168,57,Hockey,Hockey Women's Hockey,Gold
20678,Alexandru Chiculi,M,23,180,73,Fencing,"Fencing Men's Sabre, Team",Bronze
20686,Giorgio Chiellini,M,19,186,76,Football,Football Men's Football,Bronze
20703,Corneliu Valter Chifu,M,26,192,83,Volleyball,Volleyball Men's Volleyball,Bronze
20707,Vlada Aleksandrovna Chigiryova,F,21,162,46,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
20718,Parnaoz Chik'viladze,M,23,184,104,Judo,Judo Men's Heavyweight,Bronze
20729,Givi Chikvanaia,M,21,189,89,Water Polo,Water Polo Men's Water Polo,Silver
20739,John Child,M,29,189,91,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
20746,Clarence Chester Childs,M,28,183,102,Athletics,Athletics Men's Hammer Throw,Bronze
20756,Arman Konstantinovich Chilmanov,M,24,190,84,Taekwondo,Taekwondo Men's Heavyweight,Bronze
20757,Andr Chilo,M,21,170,70,Rugby,Rugby Men's Rugby,Silver
20796,Zulfiya Salakharovna Chinshanlo,F,19,155,53,Weightlifting,Weightlifting Women's Featherweight,Gold
20819,Mikhail Alekseyevich Chipurin,M,23,190,105,Handball,Handball Men's Handball,Bronze
20848,Linda Rae Chisholm,F,26,188,64,Volleyball,Volleyball Women's Volleyball,Silver
20861,Marius Cta Chiiga,M,20,196,85,Volleyball,Volleyball Men's Volleyball,Bronze
20879,Aleksandre Chivadze,M,25,178,76,Football,Football Men's Football,Bronze
20880,Silvia Chivs Bar,F,17,157,58,Athletics,Athletics Women's 100 metres,Bronze
20892,Nadezhda Vladimirovna Chizhova,F,23,174,90,Athletics,Athletics Women's Shot Put,Bronze
20918,"Lidia Teresa Chmielnicka (muda-, -Obonczek)",F,29,170,60,Volleyball,Volleyball Women's Volleyball,Bronze
20944,Shota Chochishvili,M,22,190,110,Judo,Judo Men's Half-Heavyweight,Gold
20957,Choe Hyo-Sim,F,22,159,63,Weightlifting,Weightlifting Women's Middleweight,Silver
20975,Choi Ae-Yeong,F,25,168,60,Basketball,Basketball Women's Basketball,Silver
20985,Choi Chun-Ok,F,23,168,65,Hockey,Hockey Women's Hockey,Silver
20996,Choi Eun-Sook,F,26,169,59,Fencing,"Fencing Women's epee, Team",Silver
21004,Choi Gyeong-Hui,F,18,166,61,Basketball,Basketball Women's Basketball,Silver
21020,Choi Im-Jeong,F,23,182,75,Handball,Handball Women's Handball,Silver
21043,Choi Min-Ho,M,23,163,65,Judo,Judo Men's Extra-Lightweight,Bronze
21056,Choi Seok-Jae,M,22,183,87,Handball,Handball Men's Handball,Silver
21106,Velichko Cholakov,M,22,205,105,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
21113,Revaz Baadurovich Chomakhidze,M,26,196,101,Water Polo,Water Polo Men's Water Polo,Silver
21117,Valdemaras Chomiius,M,29,192,92,Basketball,Basketball Men's Basketball,Gold
21147,Mavzuna Chorieva,F,19,160,60,Boxing,Boxing Women's Lightweight,Bronze
21158,Chou Tao,F,20,174,56,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
21175,Lucien Eugne Choury,M,26,176,74,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
21248,Joss Christensen,M,22,185,79,Freestyle Skiing,Freestyle Skiing Men's Slopestyle,Gold
21255,Michael Frk Christensen,M,22,186,76,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
21263,Steen Bach Christensen,M,18,176,65,Sailing,Sailing Mixed 5.5 metres,Silver
21270,Micah Makanamaikalani Christenson,M,23,198,86,Volleyball,Volleyball Men's Volleyball,Bronze
21273,"William David ""Billy"" Christian",M,22,176,80,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
21275,"David William ""Dave"" Christian",M,20,180,77,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
21278,"Gordon Eugene ""Gordy"" Christian",M,28,175,74,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
21279,"Roger Allen ""Rog"" Christian",M,24,175,68,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
21293,Keith Raymond Christiansen,M,27,165,69,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
21299,Mads Christiansen,M,30,197,93,Handball,Handball Men's Handball,Gold
21300,Max Christiansen,M,19,187,84,Football,Football Men's Football,Silver
21313,Linford Ecerio Christie,M,28,189,94,Athletics,Athletics Men's 100 metres,Silver
21321,"Steven Mark ""Steve"" Christoff",M,22,180,82,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
21339,Rajendra Absolem Christy,M,30,165,58,Hockey,Hockey Men's Hockey,Bronze
21344,Ludomir Krzysztof Chronowski,M,20,186,78,Fencing,"Fencing Men's epee, Team",Silver
21357,Julie Wu Chu,F,19,173,67,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
21359,Chu Mu-Yen,M,22,175,58,Taekwondo,Taekwondo Men's Flyweight,Gold
21386,Aleksandra Georgiyevna Chudina,F,28,188,73,Athletics,Athletics Women's High Jump,Bronze
21399,Anatoliy Oleksiyovych Chukanov,M,22,187,85,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
21401,Olga Viktorovna Chukanova (-Khrzhanovskaya),F,24,180,76,Volleyball,Volleyball Women's Volleyball,Silver
21404,Serhiy Oleksiyovych Chukhrai,M,21,184,84,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
21409,Yefim Aronovich Chulak,M,24,191,90,Volleyball,Volleyball Men's Volleyball,Bronze
21417,Igor Vladimirovich Chumak,M,24,195,102,Handball,Handball Men's Handball,Gold
21437,Iryna Volodymyrivna Chunykhovska,F,21,160,60,Sailing,Sailing Women's Two Person Dinghy,Bronze
21439,Anton Mikhaylovich Chupkov,M,19,188,71,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
21470,Mykola Fedorovych Chuzhykov,M,26,178,76,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
21492,Monika Ciaciuch,F,24,182,74,Rowing,Rowing Women's Quadruple Sculls,Bronze
21528,Aleksander Jan Cicho,M,21,180,84,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
21530,Antonio Ciciliano,M,27,183,76,Sailing,Sailing Mixed Three Person Keelboat,Bronze
21536,Christine Cicot,F,31,175,80,Judo,Judo Women's Heavyweight,Bronze
21544,Csar Augusto Cielo Filho,M,21,195,80,Swimming,Swimming Men's 50 metres Freestyle,Gold
21550,Hannes Waldemar Cierpinski,M,25,170,59,Athletics,Athletics Men's Marathon,Gold
21552,Piotr Jzef Ciela,M,21,184,92,Handball,Handball Men's Handball,Bronze
21554,Micha Cielak,M,23,162,50,Rowing,Rowing Men's Coxed Fours,Bronze
21615,Cntia Silva dos Santos,F,21,195,83,Basketball,Basketball Women's Basketball,Silver
21616,Gerd Cintl,M,21,196,82,Rowing,Rowing Men's Coxed Fours,Gold
21618,Mihaela Ciobanu Ciobanu,F,39,175,73,Handball,Handball Women's Handball,Bronze
21641,Dumitru Cipere,M,22,165,54,Boxing,Boxing Men's Bantamweight,Bronze
21644,Bruno Cipolla,M,15,165,50,Rowing,Rowing Men's Coxed Pairs,Gold
21652,Andrea Cipressa,M,20,178,72,Fencing,"Fencing Men's Foil, Team",Gold
21665,Aleksandar iri,M,22,192,90,Water Polo,Water Polo Men's Water Polo,Bronze
21667,Anatolii Crcu,M,23,178,94,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
21668,"Christopher ""Chris"" Ciriello",M,26,182,83,Hockey,Hockey Men's Hockey,Bronze
21691,Alberto Cisolla,M,26,197,86,Volleyball,Volleyball Men's Volleyball,Silver
21695,Cheick Sallah Ciss Junior,M,22,186,80,Taekwondo,Taekwondo Men's Welterweight,Gold
21700,Souleymane Diop Cissokho,M,25,179,69,Boxing,Boxing Men's Welterweight,Bronze
21702,Galina isakovov (-Beskrovnaj),F,26,169,53,Athletics,Athletics Women's Long Jump,Bronze
21712,Doina Ciucanu-Robu,F,21,195,91,Rowing,Rowing Women's Quadruple Sculls,Bronze
21747,"Edward ""Ed"" Clancy",M,23,185,79,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
21755,"Eugene Howard ""Gene"" Clapp, IV",M,22,191,90,Rowing,Rowing Men's Coxed Eights,Silver
21757,"Charles Elmer Clapp, III",M,25,196,85,Rowing,Rowing Men's Coxed Eights,Silver
21788,"Daniel ""Danny"" Clark",M,20,176,73,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
21791,David Robert Clark,M,24,193,93,Rowing,Rowing Men's Coxless Fours,Silver
21796,"Emory Wendell Clark, II",M,26,193,91,Rowing,Rowing Men's Coxed Eights,Gold
21812,Karen Lynn Clark (-Le Poole),F,24,176,59,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
21814,Kelly Clark,F,18,163,61,Snowboarding,Snowboarding Women's Halfpipe,Gold
21817,"Caroline Archer ""KK"" Clark",F,26,188,72,Water Polo,Water Polo Women's Water Polo,Gold
21820,Mary Ellen Clark,F,29,155,54,Diving,Diving Women's Platform,Bronze
21836,"Sherman Rockwell ""Sherm"" Clark",M,20,170,52,Rowing,Rowing Men's Coxed Fours,Silver
21837,"Stephen Edward ""Steve"" Clark",M,17,180,67,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
21865,"Joseph ""Joe"" Clarke",M,23,182,76,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold
21876,"Louis Alfred ""Pinky"" Clarke",M,22,178,70,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
21900,Scott Tyler Clary,M,23,185,84,Swimming,Swimming Men's 200 metres Backstroke,Gold
21909,Cludia Maria Pastor,F,25,192,84,Basketball,Basketball Women's Basketball,Silver
21910,"Cludia Maria ""Cludinha"" das Neves",F,25,170,67,Basketball,Basketball Women's Basketball,Bronze
21912,Leslie Walter Claudius,M,21,162,53,Hockey,Hockey Men's Hockey,Gold
21935,Vctor Claver Arocas,M,23,206,107,Basketball,Basketball Men's Basketball,Silver
21943,John Richard Clawson,M,24,193,91,Basketball,Basketball Men's Basketball,Gold
21947,Bryan Ezra Tsumoru Clay,M,24,180,83,Athletics,Athletics Men's Decathlon,Silver
21948,"Cassius Marcellus Clay, Jr.",M,18,187,80,Boxing,Boxing Men's Light-Heavyweight,Gold
21950,"Jonathan Davis ""Jonny"" Clay",M,37,180,72,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
21954,"William Bundu ""Will"" Claye",M,21,181,72,Athletics,Athletics Men's Long Jump,Bronze
21968,"Robert Barry ""Bobby"" Cleary, Sr.",M,23,178,76,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
21972,"William John ""Bill"" Cleary, Jr.",M,21,178,79,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
21980,Tammy P. Cleland-McGregor,F,20,172,59,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
21986,"Elspeth Catherine Clement (Swain-, -Denning)",F,31,163,56,Hockey,Hockey Women's Hockey,Gold
21990,Kerron Stephon Clement,M,22,188,86,Athletics,Athletics Men's 400 metres Hurdles,Silver
22002,Kyle Clemons,M,25,180,74,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
22050,Robert John Clift,M,26,182,77,Hockey,Hockey Men's Hockey,Gold
22057,Fernando Climent Huerta,M,26,179,72,Rowing,Rowing Men's Coxless Pairs,Silver
22078,Roger Closset,M,23,172,70,Fencing,"Fencing Men's Foil, Team",Silver
22080,"Robert Lynn ""Bob"" Clotworthy",M,21,160,60,Diving,Diving Men's Springboard,Bronze
22103,Lesaw mikiewicz,M,24,172,71,Football,Football Men's Football,Gold
22105,Alice Marie Coachman (-Davis),F,24,170,58,Athletics,Athletics Women's High Jump,Gold
22109,Allen James Coage,M,32,188,114,Judo,Judo Men's Heavyweight,Bronze
22110,Marion Janice Coakes (-Mould),F,21,165,60,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
22136,Janet Marie Cobbs (-Mulholland),F,25,183,70,Volleyball,Volleyball Women's Volleyball,Bronze
22138,Annelise Coberger,F,20,178,71,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
22147,Jean-Paul tienne Gustave Coche,M,25,174,80,Judo,Judo Men's Middleweight,Bronze
22156,"Commodore Shelton ""Com"" Cochran",M,22,185,75,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
22157,"Richard Lee ""Dick"" Cochran",M,22,195,102,Athletics,Athletics Men's Discus Throw,Bronze
22161,Neil Cochran,M,19,174,70,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
22162,"Leroy Braxton ""Roy"" Cochran",M,29,178,70,Athletics,Athletics Men's 400 metres Hurdles,Gold
22175,Karen Cockburn (-Turgeon),F,19,161,55,Trampolining,Trampolining Women's Individual,Bronze
22202,Roman Codreanu,M,23,194,146,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze
22207,"Sebastian Newbold ""Seb"" Coe",M,23,175,54,Athletics,Athletics Men's 800 metres,Silver
22209,"William Wesley Coe, Jr.",M,26,178,95,Athletics,Athletics Men's Shot Put,Silver
22234,Calvin Thomas Coffey,M,25,188,91,Rowing,Rowing Men's Coxless Pairs,Silver
22238,"Edmund Sloane ""Tad"" Coffin",M,21,180,66,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
22242,Corey Cogdell-Unrein,F,21,173,70,Shooting,Shooting Women's Trap,Bronze
22243,Veronica Cogeanu-Cochela,F,22,175,78,Rowing,Rowing Women's Double Sculls,Silver
22245,Juan Lus Coghen Alberdingk-Thijm,M,21,182,79,Hockey,Hockey Men's Hockey,Silver
22246,Mercedes Coghen Alberdingk-Thijm,F,29,170,55,Hockey,Hockey Women's Hockey,Gold
22250,Ottavio Cogliati,M,21,173,69,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
22254,"Donald Smith ""Don"" Cohan",M,42,178,82,Sailing,Sailing Mixed Three Person Keelboat,Bronze
22274,"Tiffany Lisa Cohen (-Adams, -Lalonde)",F,18,175,63,Swimming,Swimming Women's 400 metres Freestyle,Gold
22288,Christeana Cojocaru (-Matei),F,22,172,62,Athletics,Athletics Women's 400 metres Hurdles,Bronze
22296,Trevor Ivan Coker,M,22,192,87,Rowing,Rowing Men's Coxed Eights,Gold
22299,Massimo Colaci,M,31,180,75,Volleyball,Volleyball Men's Volleyball,Silver
22307,Thibault Colard,M,24,187,70,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
22309,Fabrice Edmond Paul Colas,M,20,181,78,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
22324,"Charles ""Charlie"" Cole",M,26,194,90,Rowing,Rowing Men's Coxless Fours,Bronze
22337,Warren Joseph Cole,M,28,184,82,Rowing,Rowing Men's Coxed Fours,Gold
22338,Lynn Ann Colella,F,22,170,61,Swimming,Swimming Women's 200 metres Butterfly,Silver
22361,"Vernell Eufaye ""Bimbo"" Coles",M,20,185,79,Basketball,Basketball Men's Basketball,Bronze
22369,Giovanni Battista Coletti,M,27,179,77,Fencing,"Fencing Men's Foil, Team",Silver
22394,Daniel M. Colla,M,24,195,80,Volleyball,Volleyball Men's Volleyball,Bronze
22418,Wayne Curtis Collett,M,22,188,84,Athletics,Athletics Men's 400 metres,Silver
22434,Jeanne Ellen Collier (-Sitzberger),F,18,156,48,Diving,Diving Women's Springboard,Silver
22435,John Sheldon Collier,M,20,185,75,Athletics,Athletics Men's 110 metres Hurdles,Bronze
22447,Andrea Collinelli,M,27,185,77,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
22451,Ross Hounsell Collinge,M,23,187,85,Rowing,Rowing Men's Coxed Fours,Gold
22456,Christine Smith Collins,F,31,170,58,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
22458,David Collins,M,26,183,70,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
22460,"Paul Douglas ""Doug"" Collins",M,21,198,82,Basketball,Basketball Men's Basketball,Silver
22484,Roland Collombin,M,20,174,80,Alpine Skiing,Alpine Skiing Men's Downhill,Silver
22495,Fabricio Coloccini,M,22,182,79,Football,Football Men's Football,Gold
22496,Dario Alonzo Cologna,M,23,179,74,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
22511,Jrgen Colombo,M,22,175,74,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
22512,Luca Colombo,M,22,190,78,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
22519,Jos Colomer Rivas,M,25,185,86,Hockey,Hockey Men's Hockey,Bronze
22531,Mara Caridad Coln Ruees-Salazar,F,22,169,66,Athletics,Athletics Women's Javelin Throw,Gold
22545,Alva Merlin Colquhoun,F,18,169,61,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
22554,"William Norman ""Bill"" Colvin",M,21,175,75,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
22570,Nadia Elena Comneci (-Conner),F,14,162,45,Gymnastics,Gymnastics Women's Individual All-Around,Gold
22591,Adam David Commens,M,24,166,74,Hockey,Hockey Men's Hockey,Bronze
22598,Deborah Compagnoni,F,21,165,62,Alpine Skiing,Alpine Skiing Women's Super G,Gold
22621,Flvio da Conceio,M,22,177,74,Football,Football Men's Football,Bronze
22645,Carin Alice Cone (-Vanderbush),F,16,167,59,Swimming,Swimming Women's 100 metres Backstroke,Silver
22648,Gary Robert Conelly,M,19,189,79,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
22659,Cong Xuedi,F,21,166,58,Basketball,Basketball Women's Basketball,Bronze
22662,"John ""Jack"" Conger",M,21,193,80,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
22673,Michael John Conlan,M,20,170,56,Boxing,Boxing Men's Flyweight,Bronze
22676,"Michael Alexander ""Mike"" Conley",M,21,185,78,Athletics,Athletics Men's Triple Jump,Silver
22693,Dennis Walter Conner,M,33,186,89,Sailing,Sailing Mixed Two Person Keelboat,Bronze
22698,"Harold Vincent ""Hal"" Connolly",M,25,183,106,Athletics,Athletics Men's Hammer Throw,Gold
22700,James Brendan Bennet Connolly,M,27,175,72,Athletics,Athletics Men's High Jump,Silver
22706,"Richard Carroll ""Dick"" Connor",M,22,167,64,Diving,Diving Men's Platform,Bronze
22732,"Anthony Joseph ""Tony"" Conroy",M,24,174,70,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
22737,Adolfo Consolini,M,31,183,100,Athletics,Athletics Men's Discus Throw,Gold
22754,Maria Constantinescu,F,24,179,75,Rowing,Rowing Women's Coxed Eights,Bronze
22767,Javier Alberto Conte,M,25,165,64,Sailing,Sailing Men's Two Person Dinghy,Bronze
22776,Francesca Cristiana Conti,F,32,179,71,Water Polo,Water Polo Women's Water Polo,Gold
22783,Pier Angelo Conti-Manzini,M,22,178,82,Rowing,Rowing Men's Coxless Fours,Bronze
22799,Jos Ariel Contreras Camejo,M,24,191,107,Baseball,Baseball Men's Baseball,Gold
22804,Pablo Andrs Contreras Fica,M,22,180,77,Football,Football Men's Football,Bronze
22812,Gianfranco Contri,M,22,184,76,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
22821,Hollis Conway,M,21,183,68,Athletics,Athletics Men's High Jump,Silver
22847,"Edward Tiffin ""Ed"" Cook, Jr.",M,19,178,66,Athletics,Athletics Men's Pole Vault,Gold
22850,Garry Peter Cook,M,26,185,72,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
22859,Natalie Louise Cook,F,21,181,73,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
22864,"Stephanie ""Steph"" Cook",F,28,172,57,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
22867,"Althea Kristina ""Tina"" Cook (Gifford-)",F,37,175,71,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
22870,Allison Petra Cook-Tranquilli,F,23,178,69,Basketball,Basketball Women's Basketball,Bronze
22875,Cecil George Cooke,M,41,188,90,Sailing,Sailing Mixed Two Person Keelboat,Gold
22884,Ian Cooke,M,24,181,82,Hockey,Hockey Men's Hockey,Silver
22887,John Patrick Cooke,M,19,183,84,Rowing,Rowing Men's Coxed Eights,Gold
22904,"Alexandrea Andrea ""Alex"" Coomber (Hamilton-)",F,28,162,51,Skeleton,Skeleton Women's Skeleton,Bronze
22923,"Bradford Paul ""Brad"" Cooper",M,18,160,72,Swimming,Swimming Men's 400 metres Freestyle,Gold
22928,Cynthia Lynne Cooper (-Dyke),F,25,178,68,Basketball,Basketball Women's Basketball,Gold
22941,John Hugh Cooper,M,23,188,85,Athletics,Athletics Men's 400 metres Hurdles,Silver
22943,Kim Cooper (-Maguire),F,30,170,66,Softball,Softball Women's Softball,Bronze
22966,Iztok op,M,20,190,89,Rowing,Rowing Men's Coxless Pairs,Bronze
22973,"Katherine Sarah ""Kat"" Copeland",F,21,172,58,Rowing,Rowing Women's Lightweight Double Sculls,Gold
22975,Lillian Copeland (Drossin-),F,23,165,59,Athletics,Athletics Women's Discus Throw,Silver
22978,Yasmani Copello Escobar,M,29,191,85,Athletics,Athletics Men's 400 metres Hurdles,Bronze
22997,"Steven Coppola, Jr.",M,24,203,100,Rowing,Rowing Men's Coxed Eights,Bronze
23001,Bryan Coquard,M,20,169,58,Cycling,Cycling Men's Omnium,Silver
23007,Josip orak,M,29,189,100,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
23039,Burkhard Cordes,M,29,177,75,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
23095,"Hendrik Jan Willem ""Henk"" Cornelisse",M,23,178,72,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
23096,Monique Adelinde Cornelissen,F,33,168,55,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
23098,Charles Cornelius,M,26,170,65,Hockey,Hockey Men's Hockey,Bronze
23103,Sheila Marie Cornell-Douty,F,34,175,81,Softball,Softball Women's Softball,Gold
23109,"John Frederick ""Jerry"" Cornes",M,22,182,70,Athletics,"Athletics Men's 1,500 metres",Silver
23114,George Thomson Cornet,M,30,191,98,Water Polo,Water Polo Men's Water Polo,Gold
23136,Alessandro Corona,M,20,195,95,Rowing,Rowing Men's Quadruple Sculls,Bronze
23158,Emilio Correa Vaillant,M,19,183,67,Boxing,Boxing Men's Welterweight,Gold
23167,Emilio Correa Bayeaux,M,22,180,75,Boxing,Boxing Men's Middleweight,Silver
23176,"Maritza ""Ritz"" Correia (-McClendon)",F,22,175,61,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
23184,"Susan Ada ""Susie"" Corrock (-Zoberski, -Luby)",F,20,163,55,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze
23187,Mirko Corsano,M,26,190,87,Volleyball,Volleyball Men's Volleyball,Bronze
23195,"James Hunt ""Jim"" Corson",M,22,195,109,Athletics,Athletics Men's Discus Throw,Bronze
23196,Marilyn Corson (-Whitney),F,18,167,60,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
23206,Javier Corts Granados,M,23,171,70,Football,Football Men's Football,Gold
